long	lat	bio01	bio02	bio03	bio04	bio05	bio06	bio07	bio08	bio09	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	srtm	ndvi	ndvistd	qscat	tree
-71.23843	48.20972	1.45833349227905	10.5833330154419	23.782772064209	1203.1357421875	22.6000003814697	-21.8999996185303	44.5	14.466667175293	-7.31666660308838	15.6000003814697	-14.1999998092651	1210	141	65	24.6188583374023	396	210	379	234	381	8832	3214	-1009	66
-71.23254	48.21103	1.38750004768372	10.591667175293	23.8014984130859	1204.30688476562	22.5	-22	44.5	14.3999996185303	-7.41666650772095	15.5666666030884	-14.2666664123535	1218	142	65	24.6478633880615	399	211	382	236	402	8832	3214	-1009	65
-71.22665	48.20909	1.38750004768372	10.591667175293	23.8014984130859	1204.30688476562	22.5	-22	44.5	14.3999996185303	-7.41666650772095	15.5666666030884	-14.2666664123535	1218	142	65	24.6478633880615	399	211	382	236	402	8832	3214	-1009	65
-71.22013	48.20111	1.37083339691162	10.5916662216187	23.8551044464111	1203.89611816406	22.5	-21.8999996185303	44.4000015258789	14.3833332061768	-7.44999980926514	15.5500001907349	-14.2666664123535	1223	143	66	24.8398895263672	401	211	385	237	410	8878	3454	-997	63
-71.20812	48.19819	1.53333353996277	10.5833330154419	23.8363361358643	1201.18371582031	22.6000003814697	-21.7999992370605	44.4000015258789	14.5333337783813	-7.26666688919067	15.6333332061768	-14.1166667938232	1202	140	65	24.9987812042236	394	206	379	233	358	8565	3319	-1006	72
-71.21273	48.20423	1.47083342075348	10.5749998092651	23.764045715332	1202.49450683594	22.6000003814697	-21.8999996185303	44.5	14.4833335876465	-7.31666660308838	15.6166667938232	-14.1833333969116	1209	141	65	24.9059009552002	396	208	380	234	378	8412	3237	-997	67
-71.20695	48.20495	1.54166686534882	10.5833330154419	23.7294464111328	1202.92797851562	22.7000007629395	-21.8999996185303	44.5999984741211	14.5666666030884	-7.25	15.6666669845581	-14.1333332061768	1200	140	65	24.9657783508301	394	206	377	233	354	8412	3237	-997	67
-70.88766	48.54978	1.66666674613953	10.9499998092651	23.8562107086182	1226.04748535156	23	-22.8999996185303	45.9000015258789	14.7333335876465	-7.19999980926514	15.8000001907349	-14.5	1125	138	58	26.9758777618408	378	185	361	224	214	8552	3312	-990	49
-70.89127	48.55083	1.51249992847443	10.9916667938232	23.9469871520996	1226.7216796875	22.8999996185303	-23	45.9000015258789	14.5833330154419	-7.34999990463257	15.6833333969116	-14.6500005722046	1143	139	60	26.6108474731445	382	189	365	227	253	8579	3280	-988	54
-70.89127	48.55083	1.51249992847443	10.9916667938232	23.9469871520996	1226.7216796875	22.8999996185303	-23	45.9000015258789	14.5833330154419	-7.34999990463257	15.6833333969116	-14.6500005722046	1143	139	60	26.6108474731445	382	189	365	227	253	8579	3280	-988	54
-70.89127	48.55083	1.51249992847443	10.9916667938232	23.9469871520996	1226.7216796875	22.8999996185303	-23	45.9000015258789	14.5833330154419	-7.34999990463257	15.6833333969116	-14.6500005722046	1143	139	60	26.6108474731445	382	189	365	227	253	8579	3280	-988	54
-70.89314	48.55242	1.53750002384186	11.0249996185303	23.9673919677734	1228.01232910156	23	-23	46	14.6166667938232	-7.34999990463257	15.6999998092651	-14.6500005722046	1141	139	60	26.6471538543701	381	189	364	226	242	8567	3361	-988	51
-70.89314	48.55242	1.53750002384186	11.0249996185303	23.9673919677734	1228.01232910156	23	-23	46	14.6166667938232	-7.34999990463257	15.6999998092651	-14.6500005722046	1141	139	60	26.6471538543701	381	189	364	226	242	8567	3361	-988	51
-70.89314	48.55242	1.53750002384186	11.0249996185303	23.9673919677734	1228.01232910156	23	-23	46	14.6166667938232	-7.34999990463257	15.6999998092651	-14.6500005722046	1141	139	60	26.6471538543701	381	189	364	226	242	8567	3361	-988	51
-70.89412	48.55421	1.53750002384186	11.0249996185303	23.9673919677734	1228.01232910156	23	-23	46	14.6166667938232	-7.34999990463257	15.6999998092651	-14.6500005722046	1141	139	60	26.6471538543701	381	189	364	226	242	8567	3361	-988	51
-71.70924	41.910554	8.79166698455811	11.25	31.0773487091064	910.86328125	27	-9.19999980926514	36.2000007629395	5.11666679382324	17.2000007629395	19.8166656494141	-2.54999995231628	1236	120	94	6.95795392990112	334	292	296	308	167	8848	1374	-894	81
-71.70924	41.910554	8.79166698455811	11.25	31.0773487091064	910.86328125	27	-9.19999980926514	36.2000007629395	5.11666679382324	17.2000007629395	19.8166656494141	-2.54999995231628	1236	120	94	6.95795392990112	334	292	296	308	167	8848	1374	-894	81
-71.70924	41.910554	8.79166698455811	11.25	31.0773487091064	910.86328125	27	-9.19999980926514	36.2000007629395	5.11666679382324	17.2000007629395	19.8166656494141	-2.54999995231628	1236	120	94	6.95795392990112	334	292	296	308	167	8848	1374	-894	81
-71.70924	41.910554	8.79166698455811	11.25	31.0773487091064	910.86328125	27	-9.19999980926514	36.2000007629395	5.11666679382324	17.2000007629395	19.8166656494141	-2.54999995231628	1236	120	94	6.95795392990112	334	292	296	308	167	8848	1374	-894	81
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-91.25	47.366667	3.54999995231628	11.6833333969116	26.9201221466064	1128.3212890625	24.3999996185303	-19	43.4000015258789	16.75	-11.0166664123535	16.75	-11.0166664123535	757	100	19	45.1456260681152	289	81	289	81	375	8617	2815	-1004	70
-111.69194	57.20889	0.241666704416275	12.1999998092651	24.7967491149902	1354.69519042969	23.3999996185303	-25.7999992370605	49.1999969482422	15.75	-6.55000019073486	15.75	-17.5166664123535	385	72	12	57.5601463317871	181	49	181	62	273	8047	2702	-1063	54
-111.69194	57.20889	0.241666704416275	12.1999998092651	24.7967491149902	1354.69519042969	23.3999996185303	-25.7999992370605	49.1999969482422	15.75	-6.55000019073486	15.75	-17.5166664123535	385	72	12	57.5601463317871	181	49	181	62	273	8047	2702	-1063	54
-111.38056	56.69778	0.85833328962326	11.8999996185303	24.7916660308838	1322.76879882812	23.6000003814697	-24.3999996185303	48	16	-5.58333349227905	16	-16.466667175293	435	78	17	61.1331329345703	212	52	212	57	295	6524	1848	-1001	68
-111.38056	56.69778	0.85833328962326	11.8999996185303	24.7916660308838	1322.76879882812	23.6000003814697	-24.3999996185303	48	16	-5.58333349227905	16	-16.466667175293	435	78	17	61.1331329345703	212	52	212	57	295	6524	1848	-1001	68
-111.69194	57.20889	0.241666704416275	12.1999998092651	24.7967491149902	1354.69519042969	23.3999996185303	-25.7999992370605	49.1999969482422	15.75	-6.55000019073486	15.75	-17.5166664123535	385	72	12	57.5601463317871	181	49	181	62	273	8047	2702	-1063	54
-111.73417	57.23972	0.187500059604645	12.1750001907349	24.7963333129883	1352.15673828125	23.2999992370605	-25.7999992370605	49.0999984741211	15.6666669845581	-6.65000009536743	15.6666669845581	-17.533332824707	386	72	12	58.2071189880371	182	47	182	61	292	8491	2872	-1053	72
-111.73417	57.23972	0.187500059604645	12.1750001907349	24.7963333129883	1352.15673828125	23.2999992370605	-25.7999992370605	49.0999984741211	15.6666669845581	-6.65000009536743	15.6666669845581	-17.533332824707	386	72	12	58.2071189880371	182	47	182	61	292	8491	2872	-1053	72
-111.73444	57.24806	0.183333456516266	12.1833333969116	24.7628726959229	1353.19372558594	23.3999996185303	-25.7999992370605	49.1999969482422	15.6666669845581	-6.65000009536743	15.6666669845581	-17.5666656494141	385	72	13	58.0200691223145	181	47	181	61	287	8159	2333	-1053	68
-111.73444	57.24806	0.183333456516266	12.1833333969116	24.7628726959229	1353.19372558594	23.3999996185303	-25.7999992370605	49.1999969482422	15.6666669845581	-6.65000009536743	15.6666669845581	-17.5666656494141	385	72	13	58.0200691223145	181	47	181	61	287	8159	2333	-1053	68
-111.73417	57.23972	0.187500059604645	12.1750001907349	24.7963333129883	1352.15673828125	23.2999992370605	-25.7999992370605	49.0999984741211	15.6666669845581	-6.65000009536743	15.6666669845581	-17.533332824707	386	72	12	58.2071189880371	182	47	182	61	292	8491	2872	-1053	72
-111.37528	56.42	0.499999970197678	11.6166667938232	25.3086414337158	1246.56066894531	22.2999992370605	-23.6000003814697	45.9000015258789	14.8833332061768	-12.8000001907349	14.8833332061768	-15.6666669845581	474	88	16	65.0508804321289	237	53	237	58	502	7798	2301	-1085	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-111.44	56.74	0.629166662693024	11.9250001907349	24.6384296417236	1333.86047363281	23.5	-24.8999996185303	48.4000015258789	15.9000005722046	-5.96666669845581	15.9000005722046	-16.8500003814697	433	78	18	59.9626884460449	209	54	209	58	329	6716	2276	-1040	67
-78.210148	40.777297	8.05833339691162	10.6666669845581	30.739673614502	900.062683105469	25.7000007629395	-9	34.7000007629395	16.783332824707	-3.38333344459534	18.7666664123535	-3.38333344459534	1065	113	70	15.1818132400513	319	218	305	218	671	8875	3049	-880	85
-78.210148	40.777297	8.05833339691162	10.6666669845581	30.739673614502	900.062683105469	25.7000007629395	-9	34.7000007629395	16.783332824707	-3.38333344459534	18.7666664123535	-3.38333344459534	1065	113	70	15.1818132400513	319	218	305	218	671	8875	3049	-880	85
-78.210148	40.777297	8.05833339691162	10.6666669845581	30.739673614502	900.062683105469	25.7000007629395	-9	34.7000007629395	16.783332824707	-3.38333344459534	18.7666664123535	-3.38333344459534	1065	113	70	15.1818132400513	319	218	305	218	671	8875	3049	-880	85
-78.210148	40.777297	8.05833339691162	10.6666669845581	30.739673614502	900.062683105469	25.7000007629395	-9	34.7000007629395	16.783332824707	-3.38333344459534	18.7666664123535	-3.38333344459534	1065	113	70	15.1818132400513	319	218	305	218	671	8875	3049	-880	85
-78.210148	40.777297	8.05833339691162	10.6666669845581	30.739673614502	900.062683105469	25.7000007629395	-9	34.7000007629395	16.783332824707	-3.38333344459534	18.7666664123535	-3.38333344459534	1065	113	70	15.1818132400513	319	218	305	218	671	8875	3049	-880	85
-78.231172	40.776047	8.24166679382324	10.8500003814697	31.0888252258301	901.899108886719	26	-8.89999961853027	34.9000015258789	16.9833335876465	-3.23333311080933	18.966667175293	-3.23333311080933	1053	111	69	15.0414962768555	315	215	301	215	611	8777	3034	-906	78
-78.231172	40.776047	8.24166679382324	10.8500003814697	31.0888252258301	901.899108886719	26	-8.89999961853027	34.9000015258789	16.9833335876465	-3.23333311080933	18.966667175293	-3.23333311080933	1053	111	69	15.0414962768555	315	215	301	215	611	8777	3034	-906	78
-78.231172	40.776047	8.24166679382324	10.8500003814697	31.0888252258301	901.899108886719	26	-8.89999961853027	34.9000015258789	16.9833335876465	-3.23333311080933	18.966667175293	-3.23333311080933	1053	111	69	15.0414962768555	315	215	301	215	611	8777	3034	-906	78
-78.231172	40.776047	8.24166679382324	10.8500003814697	31.0888252258301	901.899108886719	26	-8.89999961853027	34.9000015258789	16.9833335876465	-3.23333311080933	18.966667175293	-3.23333311080933	1053	111	69	15.0414962768555	315	215	301	215	611	8777	3034	-906	78
-78.231172	40.776047	8.24166679382324	10.8500003814697	31.0888252258301	901.899108886719	26	-8.89999961853027	34.9000015258789	16.9833335876465	-3.23333311080933	18.966667175293	-3.23333311080933	1053	111	69	15.0414962768555	315	215	301	215	611	8777	3034	-906	78
-78.231172	40.776047	8.24166679382324	10.8500003814697	31.0888252258301	901.899108886719	26	-8.89999961853027	34.9000015258789	16.9833335876465	-3.23333311080933	18.966667175293	-3.23333311080933	1053	111	69	15.0414962768555	315	215	301	215	611	8777	3034	-906	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
-79.825683	38.628555	7.89166688919067	11.5166664123535	34.5845832824707	811.672912597656	24.5	-8.80000019073486	33.2999992370605	15.75	-2.28333330154419	17.6333332061768	-2.28333330154419	1268	126	92	9.54672241210938	357	289	338	289	1059	8995	1644	-882	78
